path,label
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger041.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger042.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger043.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger044.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger045.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger046.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger047.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger048.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger049.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger050.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger051.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger052.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger053.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger054.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger055.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger056.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger057.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger058.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger059.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger060.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger061.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger062.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger063.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger064.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger065.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger066.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger067.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger068.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger069.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger070.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger071.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger072.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger073.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger074.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger075.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger076.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger077.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger078.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger079.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger080.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger081.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger082.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger083.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger084.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger085.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger086.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger087.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger088.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger089.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger090.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger091.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger092.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger093.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger094.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger095.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger096.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger097.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger098.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger099.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger100.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger101.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger102.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger103.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger104.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger105.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger106.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger107.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger108.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger109.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger110.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger111.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger112.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger113.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger114.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger115.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger116.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger117.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger118.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger119.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger120.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger121.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger122.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger123.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger124.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger125.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger126.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger127.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger128.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger129.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger130.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger131.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger132.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger133.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger134.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger135.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger136.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger137.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger138.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger139.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger140.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger141.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger142.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger143.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger144.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger145.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger146.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger147.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger148.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger149.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger150.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger151.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger152.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger153.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger154.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger155.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger156.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger157.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger158.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger159.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger160.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger161.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger162.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger163.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger164.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger165.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger166.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger167.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger168.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger169.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger170.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger171.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger172.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger173.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger174.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger175.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger176.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger177.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger178.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger179.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger180.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger181.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger182.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger183.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger184.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger185.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger186.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger187.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger188.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger189.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger190.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger191.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger192.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger193.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger194.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger195.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger196.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger197.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger198.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger199.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger200.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger201.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger202.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger203.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger204.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger205.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger206.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger207.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger208.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger209.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger210.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger211.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger212.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger213.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger214.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger215.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger216.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger217.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger218.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger219.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger220.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger221.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger222.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger223.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger224.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger225.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger226.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger227.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger228.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger229.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger230.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger231.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger232.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger233.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger234.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger235.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger236.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger237.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger238.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger239.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger240.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger241.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger242.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger243.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger244.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger245.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger246.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger247.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger248.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger249.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger250.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger251.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger252.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger253.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger254.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger255.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger256.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger257.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger258.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger259.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger260.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger261.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger262.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger263.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger264.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger265.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger266.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger267.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger268.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger269.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger270.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger271.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger272.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger273.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger274.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger275.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger276.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger277.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger278.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger279.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger280.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger281.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger282.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger283.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger284.wav,0
C:\Users\Dhairya Hindoriya\OneDrive\Desktop\SER\Dataset\anger\anger285.wav,0
